xh	xm	sfz	lxdh	nj	bj	bzr	zy	xy	xx	cjsj
18045119	黄某某	111111	18270234361	2018	180451	70116	大数据科学	信息工程学院	中国某某大学	7/2/2020 10:21:21
18045120	赖某某	111111	18270234361	2018	180451	70116	大数据科学	信息工程学院	中国某某大学	7/2/2020 10:21:21
18045121	林某	111111	18270234361	2018	180451	70116	大数据科学	信息工程学院	中国某某大学	7/2/2020 10:21:21
18045122	刘某	111111	18270234361	2018	180451	70116	大数据科学	信息工程学院	中国某某大学	7/2/2020 10:21:21
18045123	陆某某	111111	18270234361	2018	180451	70116	大数据科学	信息工程学院	中国某某大学	7/2/2020 10:21:21
18045124	谭某某	111111	18270234361	2018	180451	70116	大数据科学	信息工程学院	中国某某大学	7/2/2020 10:21:21
18045126	王某某	111111	18270234361	2018	180451	70116	大数据科学	信息工程学院	中国某某大学	7/2/2020 10:21:21
18045127	谢某某	111111	18270234361	2018	180451	70116	大数据科学	信息工程学院	中国某某大学	7/2/2020 10:21:21
18045128	曾某某	111111	18270234361	2018	180451	70116	大数据科学	信息工程学院	中国某某大学	7/2/2020 10:21:21
18045129	钟某某	111111	18270234361	2018	180451	70116	大数据科学	信息工程学院	中国某某大学	7/2/2020 10:21:21
18045130	谌某某	111111	18270234361	2018	180451	70116	大数据科学	信息工程学院	中国某某大学	7/2/2020 10:21:21
18045131	胡某某	111111	18270234361	2018	180451	70116	大数据科学	信息工程学院	中国某某大学	7/2/2020 10:21:21
18045132	姚某某	111111	18270234361	2018	180451	70116	大数据科学	信息工程学院	中国某某大学	7/2/2020 10:21:21
18045202	石某某	111111	18270234361	2018	180452	70116	大数据科学	信息工程学院	中国某某大学	7/2/2020 10:21:21
18045203	罗某某	111111	18270234361	2018	180452	70116	大数据科学	信息工程学院	中国某某大学	7/2/2020 10:21:21
18045204	肖某	111111	18270234361	2018	180452	70116	大数据科学	信息工程学院	中国某某大学	7/2/2020 10:21:21
18045205	王某某	111111	18270234361	2018	180452	70116	大数据科学	信息工程学院	中国某某大学	7/2/2020 10:21:21
18045206	冯某某	111111	18270234361	2018	180452	70116	大数据科学	信息工程学院	中国某某大学	7/2/2020 10:21:21
18045207	赵某某	111111	18270234361	2018	180452	70116	大数据科学	信息工程学院	中国某某大学	7/2/2020 10:21:21
18045208	陈某某	111111	18270234361	2018	180452	70116	大数据科学	信息工程学院	中国某某大学	7/2/2020 10:21:21
18045209	王某某	111111	18270234361	2018	180452	70116	大数据科学	信息工程学院	中国某某大学	7/2/2020 10:21:21
18045210	李某某	111111	18270234361	2018	180452	70116	大数据科学	信息工程学院	中国某某大学	7/2/2020 10:21:21
18045211	杨某某	111111	18270234361	2018	180452	70116	大数据科学	信息工程学院	中国某某大学	7/2/2020 10:21:21
18045212	唐某某	111111	18270234361	2018	180452	70116	大数据科学	信息工程学院	中国某某大学	7/2/2020 10:21:21
18045213	杨某	111111	18270234361	2018	180452	70116	大数据科学	信息工程学院	中国某某大学	7/2/2020 10:21:21
18045214	陈某某	111111	18270234361	2018	180452	70116	大数据科学	信息工程学院	中国某某大学	7/2/2020 10:21:21
18045215	丁某	111111	18270234361	2018	180452	70116	大数据科学	信息工程学院	中国某某大学	7/2/2020 10:21:21
18045216	范某某	111111	18270234361	2018	180452	70116	大数据科学	信息工程学院	中国某某大学	7/2/2020 10:21:21
18045217	高某某	111111	18270234361	2018	180452	70116	大数据科学	信息工程学院	中国某某大学	7/2/2020 10:21:21
18045218	黄某某	111111	18270234361	2018	180452	70116	大数据科学	信息工程学院	中国某某大学	7/2/2020 10:21:21
18045219	黄某某	111111	18270234361	2018	180452	70116	大数据科学	信息工程学院	中国某某大学	7/2/2020 10:21:21
18045220	李某	111111	18270234361	2018	180452	70116	大数据科学	信息工程学院	中国某某大学	7/2/2020 10:21:21
18045221	李某	111111	18270234361	2018	180452	70116	大数据科学	信息工程学院	中国某某大学	7/2/2020 10:21:21
18045222	欧阳某某	111111	18270234361	2018	180452	70116	大数据科学	信息工程学院	中国某某大学	7/2/2020 10:21:21
18045223	潘某某	111111	18270234361	2018	180452	70116	大数据科学	信息工程学院	中国某某大学	7/2/2020 10:21:21
18045224	彭某	111111	18270234361	2018	180452	70116	大数据科学	信息工程学院	中国某某大学	7/2/2020 10:21:21
18045225	辛某某	111111	18270234361	2018	180452	70116	大数据科学	信息工程学院	中国某某大学	7/2/2020 10:21:21
18045226	游某某	111111	18270234361	2018	180452	70116	大数据科学	信息工程学院	中国某某大学	7/2/2020 10:21:21
18045227	喻某	111111	18270234361	2018	180452	70116	大数据科学	信息工程学院	中国某某大学	7/2/2020 10:21:21
18045228	袁某某	111111	18270234361	2018	180452	70116	大数据科学	信息工程学院	中国某某大学	7/2/2020 10:21:21
18045229	章某某	111111	18270234361	2018	180452	70116	大数据科学	信息工程学院	中国某某大学	7/2/2020 10:21:21
18045230	吴某	111111	18270234361	2018	180452	70116	大数据科学	信息工程学院	中国某某大学	7/2/2020 10:21:21
18045231	张某	111111	18270234361	2018	180452	70116	大数据科学	信息工程学院	中国某某大学	7/2/2020 10:21:21
18045232	曾某某	111111	18270234361	2018	180452	70116	大数据科学	信息工程学院	中国某某大学	7/2/2020 10:21:21
18046101	程某	111111	18270234361	2018	180461	70116	大数据科学	信息工程学院	中国某某大学	7/2/2020 10:21:21
18046102	揭某某	111111	18270234361	2018	180461	70116	大数据科学	信息工程学院	中国某某大学	7/2/2020 10:21:21
18046103	解某某	111111	18270234361	2018	180461	70116	大数据科学	信息工程学院	中国某某大学	7/2/2020 10:21:21
18046104	林某	111111	18270234361	2018	180461	70116	大数据科学	信息工程学院	中国某某大学	7/2/2020 10:21:21
18046105	卢某某	111111	18270234361	2018	180461	70116	大数据科学	信息工程学院	中国某某大学	7/2/2020 10:21:21
18046106	王某某	111111	18270234361	2018	180461	70116	大数据科学	信息工程学院	中国某某大学	7/2/2020 10:21:21
18046107	游某	111111	18270234361	2018	180461	70116	大数据科学	信息工程学院	中国某某大学	7/2/2020 10:21:21
18046108	袁某某	111111	18270234361	2018	180461	70116	大数据科学	信息工程学院	中国某某大学	7/2/2020 10:21:21
18046109	曾某	111111	18270234361	2018	180461	70116	大数据科学	信息工程学院	中国某某大学	7/2/2020 10:21:21
18046110	钟某	111111	18270234361	2018	180461	70116	大数据科学	信息工程学院	中国某某大学	7/2/2020 10:21:21
18046111	倪某某	111111	18270234361	2018	180461	70116	大数据科学	信息工程学院	中国某某大学	7/2/2020 10:21:21
18046112	付某某	111111	18270234361	2018	180461	70116	大数据科学	信息工程学院	中国某某大学	7/2/2020 10:21:21
18046113	幸某某	111111	18270234361	2018	180461	70116	大数据科学	信息工程学院	中国某某大学	7/2/2020 10:21:21
18046114	丁某某	111111	18270234361	2018	180461	70116	大数据科学	信息工程学院	中国某某大学	7/2/2020 10:21:21
18046115	陈某某	111111	18270234361	2018	180461	70116	大数据科学	信息工程学院	中国某某大学	7/2/2020 10:21:21
18046116	陈某某	111111	18270234361	2018	180461	70116	大数据科学	信息工程学院	中国某某大学	7/2/2020 10:21:21
18046117	顾某某	111111	18270234361	2018	180461	70116	大数据科学	信息工程学院	中国某某大学	7/2/2020 10:21:21
18046118	胡某	111111	18270234361	2018	180461	70116	大数据科学	信息工程学院	中国某某大学	7/2/2020 10:21:21
18046119	黄某	111111	18270234361	2018	180461	70116	大数据科学	信息工程学院	中国某某大学	7/2/2020 10:21:21
18046120	黄某	111111	18270234361	2018	180461	70116	大数据科学	信息工程学院	中国某某大学	7/2/2020 10:21:21
18046121	江某某	111111	18270234361	2018	180461	70116	大数据科学	信息工程学院	中国某某大学	7/2/2020 10:21:21
18046122	李某	111111	18270234361	2018	180461	70116	大数据科学	信息工程学院	中国某某大学	7/2/2020 10:21:21
18046123	廖某某	111111	18270234361	2018	180461	70116	大数据科学	信息工程学院	中国某某大学	7/2/2020 10:21:21
18046124	刘某某	111111	18270234361	2018	180461	70116	大数据科学	信息工程学院	中国某某大学	7/2/2020 10:21:21
18046125	刘某某	111111	18270234361	2018	180461	70116	大数据科学	信息工程学院	中国某某大学	7/2/2020 10:21:21
18046126	罗某某	111111	18270234361	2018	180461	70116	大数据科学	信息工程学院	中国某某大学	7/2/2020 10:21:21
18046127	彭某某	111111	18270234361	2018	180461	70116	大数据科学	信息工程学院	中国某某大学	7/2/2020 10:21:21
18046128	万某	111111	18270234361	2018	180461	70116	大数据科学	信息工程学院	中国某某大学	7/2/2020 10:21:21
18046129	王某某	111111	18270234361	2018	180461	70116	大数据科学	信息工程学院	中国某某大学	7/2/2020 10:21:21
18046130	王某	111111	18270234361	2018	180461	70116	大数据科学	信息工程学院	中国某某大学	7/2/2020 10:21:21
18046131	王某某	111111	18270234361	2018	180461	70116	大数据科学	信息工程学院	中国某某大学	7/2/2020 10:21:21
18046132	肖某	111111	18270234361	2018	180461	70116	大数据科学	信息工程学院	中国某某大学	7/2/2020 10:21:21
18046133	谢某	111111	18270234361	2018	180461	70116	大数据科学	信息工程学院	中国某某大学	7/2/2020 10:21:21
18046134	许某	111111	18270234361	2018	180461	70116	大数据科学	信息工程学院	中国某某大学	7/2/2020 10:21:21
18046135	钟某某	111111	18270234361	2018	180461	70116	大数据科学	信息工程学院	中国某某大学	7/2/2020 10:21:21
18046136	周某某	111111	18270234361	2018	180461	70116	大数据科学	信息工程学院	中国某某大学	7/2/2020 10:21:21
18046137	周某某	111111	18270234361	2018	180461	70116	大数据科学	信息工程学院	中国某某大学	7/2/2020 10:21:21
18046138	朱某	111111	18270234361	2018	180461	70116	大数据科学	信息工程学院	中国某某大学	7/2/2020 10:21:21
18046139	白某某	111111	18270234361	2018	180461	70116	大数据科学	信息工程学院	中国某某大学	7/2/2020 10:21:21
18046141	蒋某某	111111	18270234361	2018	180461	70116	大数据科学	信息工程学院	中国某某大学	7/2/2020 10:21:21
18046201	陈某某	111111	18270234361	2018	180462	70116	大数据科学	信息工程学院	中国某某大学	7/2/2020 10:21:21
18046202	程某某	111111	18270234361	2018	180462	70116	大数据科学	信息工程学院	中国某某大学	7/2/2020 10:21:21
18046203	程某某	111111	18270234361	2018	180462	70116	大数据科学	信息工程学院	中国某某大学	7/2/2020 10:21:21
18046204	梁某某	111111	18270234361	2018	180462	70116	大数据科学	信息工程学院	中国某某大学	7/2/2020 10:21:21
18046205	刘某某	111111	18270234361	2018	180462	70116	大数据科学	信息工程学院	中国某某大学	7/2/2020 10:21:21
18046206	魏某	111111	18270234361	2018	180462	70116	大数据科学	信息工程学院	中国某某大学	7/2/2020 10:21:21
18046207	谢某某	111111	18270234361	2018	180462	70116	大数据科学	信息工程学院	中国某某大学	7/2/2020 10:21:21
18046208	杨某	111111	18270234361	2018	180462	70116	大数据科学	信息工程学院	中国某某大学	7/2/2020 10:21:21
18046209	余某某	111111	18270234361	2018	180462	70116	大数据科学	信息工程学院	中国某某大学	7/2/2020 10:21:21
18046210	郭某某	111111	18270234361	2018	180462	70116	大数据科学	信息工程学院	中国某某大学	7/2/2020 10:21:21
18046211	郭某某	111111	18270234361	2018	180462	70116	大数据科学	信息工程学院	中国某某大学	7/2/2020 10:21:21
18046212	杨某	111111	18270234361	2018	180462	70116	大数据科学	信息工程学院	中国某某大学	7/2/2020 10:21:21
18046213	林某	111111	18270234361	2018	180462	70116	大数据科学	信息工程学院	中国某某大学	7/2/2020 10:21:21
18046214	蔡某某	111111	18270234361	2018	180462	70116	大数据科学	信息工程学院	中国某某大学	7/2/2020 10:21:21
18046215	陈某某	111111	18270234361	2018	180462	70116	大数据科学	信息工程学院	中国某某大学	7/2/2020 10:21:21
18046216	陈某某	111111	18270234361	2018	180462	70116	大数据科学	信息工程学院	中国某某大学	7/2/2020 10:21:21
18046217	陈某	111111	18270234361	2018	180462	70116	大数据科学	信息工程学院	中国某某大学	7/2/2020 10:21:21
18046218	高某某	111111	18270234361	2018	180462	70116	大数据科学	信息工程学院	中国某某大学	7/2/2020 10:21:21
18046219	何某某	111111	18270234361	2018	180462	70116	大数据科学	信息工程学院	中国某某大学	7/2/2020 10:21:21
18046220	胡某某	111111	18270234361	2018	180462	70116	大数据科学	信息工程学院	中国某某大学	7/2/2020 10:21:21
18046221	黄某某	111111	18270234361	2018	180462	70116	大数据科学	信息工程学院	中国某某大学	7/2/2020 10:21:21
18046222	黄某某	111111	18270234361	2018	180462	70116	大数据科学	信息工程学院	中国某某大学	7/2/2020 10:21:21
18046223	李某	111111	18270234361	2018	180462	70116	大数据科学	信息工程学院	中国某某大学	7/2/2020 10:21:21
18046224	李某	111111	18270234361	2018	180462	70116	大数据科学	信息工程学院	中国某某大学	7/2/2020 10:21:21
18046225	刘某	111111	18270234361	2018	180462	70116	大数据科学	信息工程学院	中国某某大学	7/2/2020 10:21:21
18046226	陆某某	111111	18270234361	2018	180462	70116	大数据科学	信息工程学院	中国某某大学	7/2/2020 10:21:21
18046227	罗某	111111	18270234361	2018	180462	70116	大数据科学	信息工程学院	中国某某大学	7/2/2020 10:21:21
18046228	倪某某	111111	18270234361	2018	180462	70116	大数据科学	信息工程学院	中国某某大学	7/2/2020 10:21:21
18046229	万某某	111111	18270234361	2018	180462	70116	大数据科学	信息工程学院	中国某某大学	7/2/2020 10:21:21
18046230	王某某	111111	18270234361	2018	180462	70116	大数据科学	信息工程学院	中国某某大学	7/2/2020 10:21:21
18046231	温某某	111111	18270234361	2018	180462	70116	大数据科学	信息工程学院	中国某某大学	7/2/2020 10:21:21
18046232	熊某某	111111	18270234361	2018	180462	70116	大数据科学	信息工程学院	中国某某大学	7/2/2020 10:21:21
18046233	熊某某	111111	18270234361	2018	180462	70116	大数据科学	信息工程学院	中国某某大学	7/2/2020 10:21:21
18046234	詹某某	111111	18270234361	2018	180462	70116	大数据科学	信息工程学院	中国某某大学	7/2/2020 10:21:21
18046235	张某某	111111	18270234361	2018	180462	70116	大数据科学	信息工程学院	中国某某大学	7/2/2020 10:21:21
18046236	张某某	111111	18270234361	2018	180462	70116	大数据科学	信息工程学院	中国某某大学	7/2/2020 10:21:21
18046237	章某	111111	18270234361	2018	180462	70116	大数据科学	信息工程学院	中国某某大学	7/2/2020 10:21:21
18046238	钟某某	111111	18270234361	2018	180462	70116	大数据科学	信息工程学院	中国某某大学	7/2/2020 10:21:21
18046239	陈某	111111	18270234361	2018	180462	70116	大数据科学	信息工程学院	中国某某大学	7/2/2020 10:21:21
18046240	刘某	111111	18270234361	2018	180462	70116	大数据科学	信息工程学院	中国某某大学	7/2/2020 10:21:21
18047101	邓某某	111111	18270234361	2018	180471	70116	大数据科学	信息工程学院	中国某某大学	7/2/2020 10:21:21
18047102	丁某某	111111	18270234361	2018	180471	70116	大数据科学	信息工程学院	中国某某大学	7/2/2020 10:21:21
18047103	刘某某	111111	18270234361	2018	180471	70116	大数据科学	信息工程学院	中国某某大学	7/2/2020 10:21:21
18047104	王某	111111	18270234361	2018	180471	70116	大数据科学	信息工程学院	中国某某大学	7/2/2020 10:21:21
18047105	王某某	111111	18270234361	2018	180471	70116	大数据科学	信息工程学院	中国某某大学	7/2/2020 10:21:21
18047106	熊某某	111111	18270234361	2018	180471	70116	大数据科学	信息工程学院	中国某某大学	7/2/2020 10:21:21
18047107	邹某某	111111	18270234361	2018	180471	70116	大数据科学	信息工程学院	中国某某大学	7/2/2020 10:21:21
18047108	林某某	111111	18270234361	2018	180471	70116	大数据科学	信息工程学院	中国某某大学	7/2/2020 10:21:21
18047109	樊某某	111111	18270234361	2018	180471	70116	大数据科学	信息工程学院	中国某某大学	7/2/2020 10:21:21
18047111	曹某某	111111	18270234361	2018	180471	70116	大数据科学	信息工程学院	中国某某大学	7/2/2020 10:21:21
18047112	陈某	111111	18270234361	2018	180471	70116	大数据科学	信息工程学院	中国某某大学	7/2/2020 10:21:21
18047113	胡某某	111111	18270234361	2018	180471	70116	大数据科学	信息工程学院	中国某某大学	7/2/2020 10:21:21
18047114	赖某某	111111	18270234361	2018	180471	70116	大数据科学	信息工程学院	中国某某大学	7/2/2020 10:21:21
18047115	赖某某	111111	18270234361	2018	180471	70116	大数据科学	信息工程学院	中国某某大学	7/2/2020 10:21:21
18047116	李某某	111111	18270234361	2018	180471	70116	大数据科学	信息工程学院	中国某某大学	7/2/2020 10:21:21
18047117	梁某	111111	18270234361	2018	180471	70116	大数据科学	信息工程学院	中国某某大学	7/2/2020 10:21:21
18047118	刘某某	111111	18270234361	2018	180471	70116	大数据科学	信息工程学院	中国某某大学	7/2/2020 10:21:21
18047119	罗某	111111	18270234361	2018	180471	70116	大数据科学	信息工程学院	中国某某大学	7/2/2020 10:21:21
18047120	罗某某	111111	18270234361	2018	180471	70116	大数据科学	信息工程学院	中国某某大学	7/2/2020 10:21:21
18047121	马某某	111111	18270234361	2018	180471	70116	大数据科学	信息工程学院	中国某某大学	7/2/2020 10:21:21
18047122	彭某某	111111	18270234361	2018	180471	70116	大数据科学	信息工程学院	中国某某大学	7/2/2020 10:21:21
18047123	彭某某	111111	18270234361	2018	180471	70116	大数据科学	信息工程学院	中国某某大学	7/2/2020 10:21:21
18047124	王某	111111	18270234361	2018	180471	70116	大数据科学	信息工程学院	中国某某大学	7/2/2020 10:21:21
18047125	魏某	111111	18270234361	2018	180471	70116	大数据科学	信息工程学院	中国某某大学	7/2/2020 10:21:21
18047126	熊某某	111111	18270234361	2018	180471	70116	大数据科学	信息工程学院	中国某某大学	7/2/2020 10:21:21
18047127	叶某	111111	18270234361	2018	180471	70116	大数据科学	信息工程学院	中国某某大学	7/2/2020 10:21:21
18047128	张某某	111111	18270234361	2018	180471	70116	大数据科学	信息工程学院	中国某某大学	7/2/2020 10:21:21
18047131	周某某	111111	18270234361	2018	180471	70116	大数据科学	信息工程学院	中国某某大学	7/2/2020 10:21:21
18047132	赵某某	111111	18270234361	2018	180471	70116	大数据科学	信息工程学院	中国某某大学	7/2/2020 10:21:21
18047133	刘某某	111111	18270234361	2018	180471	70116	大数据科学	信息工程学院	中国某某大学	7/2/2020 10:21:21
18047134	赵某	111111	18270234361	2018	180471	70116	大数据科学	信息工程学院	中国某某大学	7/2/2020 10:21:21
18047135	林某某	111111	18270234361	2018	180471	70116	大数据科学	信息工程学院	中国某某大学	7/2/2020 10:21:21
18048101	刘某某	111111	18270234361	2018	180481	70116	大数据科学	信息工程学院	中国某某大学	7/2/2020 10:21:21
18048102	刘某某	111111	18270234361	2018	180481	70116	大数据科学	信息工程学院	中国某某大学	7/2/2020 10:21:21
18048103	罗某	111111	18270234361	2018	180481	70116	大数据科学	信息工程学院	中国某某大学	7/2/2020 10:21:21
18048104	徐某某	111111	18270234361	2018	180481	70116	大数据科学	信息工程学院	中国某某大学	7/2/2020 10:21:21
18048105	郑某某	111111	18270234361	2018	180481	70116	大数据科学	信息工程学院	中国某某大学	7/2/2020 10:21:21
18048106	徐某某	111111	18270234361	2018	180481	70116	大数据科学	信息工程学院	中国某某大学	7/2/2020 10:21:21
18048107	徐某	111111	18270234361	2018	180481	70116	大数据科学	信息工程学院	中国某某大学	7/2/2020 10:21:21
18048108	蒋某	111111	18270234361	2018	180481	70116	大数据科学	信息工程学院	中国某某大学	7/2/2020 10:21:21
18048109	郭某某	111111	18270234361	2018	180481	70116	大数据科学	信息工程学院	中国某某大学	7/2/2020 10:21:21
18048110	洪某	111111	18270234361	2018	180481	70116	大数据科学	信息工程学院	中国某某大学	7/2/2020 10:21:21
18048111	黄某某	111111	18270234361	2018	180481	70116	大数据科学	信息工程学院	中国某某大学	7/2/2020 10:21:21
18048112	李某	111111	18270234361	2018	180481	70116	大数据科学	信息工程学院	中国某某大学	7/2/2020 10:21:21
18048113	廖某	111111	18270234361	2018	180481	70116	大数据科学	信息工程学院	中国某某大学	7/2/2020 10:21:21
18048114	刘某某	111111	18270234361	2018	180481	70116	大数据科学	信息工程学院	中国某某大学	7/2/2020 10:21:21
18048115	卢某某	111111	18270234361	2018	180481	70116	大数据科学	信息工程学院	中国某某大学	7/2/2020 10:21:21
18048116	彭某	111111	18270234361	2018	180481	70116	大数据科学	信息工程学院	中国某某大学	7/2/2020 10:21:21
18048117	彭某	111111	18270234361	2018	180481	70116	大数据科学	信息工程学院	中国某某大学	7/2/2020 10:21:21
18048118	万某	111111	18270234361	2018	180481	70116	大数据科学	信息工程学院	中国某某大学	7/2/2020 10:21:21
18048119	王某某	111111	18270234361	2018	180481	70116	大数据科学	信息工程学院	中国某某大学	7/2/2020 10:21:21
18048120	王某某	111111	18270234361	2018	180481	70116	大数据科学	信息工程学院	中国某某大学	7/2/2020 10:21:21
18048121	杨某	111111	18270234361	2018	180481	70116	大数据科学	信息工程学院	中国某某大学	7/2/2020 10:21:21
18048122	尹某某	111111	18270234361	2018	180481	70116	大数据科学	信息工程学院	中国某某大学	7/2/2020 10:21:21
18048123	于某某	111111	18270234361	2018	180481	70116	大数据科学	信息工程学院	中国某某大学	7/2/2020 10:21:21
18048124	袁某某	111111	18270234361	2018	180481	70116	大数据科学	信息工程学院	中国某某大学	7/2/2020 10:21:21
18048125	钟某某	111111	18270234361	2018	180481	70116	大数据科学	信息工程学院	中国某某大学	7/2/2020 10:21:21
18048126	周某某	111111	18270234361	2018	180481	70116	大数据科学	信息工程学院	中国某某大学	7/2/2020 10:21:21
18048127	周某	111111	18270234361	2018	180481	70116	大数据科学	信息工程学院	中国某某大学	7/2/2020 10:21:21
18048128	朱某	111111	18270234361	2018	180481	70116	大数据科学	信息工程学院	中国某某大学	7/2/2020 10:21:21
18048129	张某某	111111	18270234361	2018	180481	70116	大数据科学	信息工程学院	中国某某大学	7/2/2020 10:21:21
18048130	袁某	111111	18270234361	2018	180481	70116	大数据科学	信息工程学院	中国某某大学	7/2/2020 10:21:21
18048131	吴某某	111111	18270234361	2018	180481	70116	大数据科学	信息工程学院	中国某某大学	7/2/2020 10:21:21
18048132	周某某	111111	18270234361	2018	180481	70116	大数据科学	信息工程学院	中国某某大学	7/2/2020 10:21:21
18048133	金某某	111111	18270234361	2018	180481	70116	大数据科学	信息工程学院	中国某某大学	7/2/2020 10:21:21
18048201	程某	111111	18270234361	2018	180482	70116	大数据科学	信息工程学院	中国某某大学	7/2/2020 10:21:21
18048202	彭某某	111111	18270234361	2018	180482	70116	大数据科学	信息工程学院	中国某某大学	7/2/2020 10:21:21
18048203	伍某某	111111	18270234361	2018	180482	70116	大数据科学	信息工程学院	中国某某大学	7/2/2020 10:21:21
18048204	林某某	111111	18270234361	2018	180482	70116	大数据科学	信息工程学院	中国某某大学	7/2/2020 10:21:21
18048205	陈某某	111111	18270234361	2018	180482	70116	大数据科学	信息工程学院	中国某某大学	7/2/2020 10:21:21
18048206	周某某	111111	18270234361	2018	180482	70116	大数据科学	信息工程学院	中国某某大学	7/2/2020 10:21:21
18048207	杨某	111111	18270234361	2018	180482	70116	大数据科学	信息工程学院	中国某某大学	7/2/2020 10:21:21
18048208	谭某某	111111	18270234361	2018	180482	70116	大数据科学	信息工程学院	中国某某大学	7/2/2020 10:21:21
18048209	艾某某	111111	18270234361	2018	180482	70116	大数据科学	信息工程学院	中国某某大学	7/2/2020 10:21:21
18048210	陈某	111111	18270234361	2018	180482	70116	大数据科学	信息工程学院	中国某某大学	7/2/2020 10:21:21
18048211	段某某	111111	18270234361	2018	180482	70116	大数据科学	信息工程学院	中国某某大学	7/2/2020 10:21:21
18048212	顾某某	111111	18270234361	2018	180482	70116	大数据科学	信息工程学院	中国某某大学	7/2/2020 10:21:21
18048213	季某某	111111	18270234361	2018	180482	70116	大数据科学	信息工程学院	中国某某大学	7/2/2020 10:21:21
18048214	刘某	111111	18270234361	2018	180482	70116	大数据科学	信息工程学院	中国某某大学	7/2/2020 10:21:21
18048215	卢某	111111	18270234361	2018	180482	70116	大数据科学	信息工程学院	中国某某大学	7/2/2020 10:21:21
18048216	罗某某	111111	18270234361	2018	180482	70116	大数据科学	信息工程学院	中国某某大学	7/2/2020 10:21:21
18048217	明某某	111111	18270234361	2018	180482	70116	大数据科学	信息工程学院	中国某某大学	7/2/2020 10:21:21
18048218	欧某某	111111	18270234361	2018	180482	70116	大数据科学	信息工程学院	中国某某大学	7/2/2020 10:21:21
18048219	彭某某	111111	18270234361	2018	180482	70116	大数据科学	信息工程学院	中国某某大学	7/2/2020 10:21:21
18048220	王某某	111111	18270234361	2018	180482	70116	大数据科学	信息工程学院	中国某某大学	7/2/2020 10:21:21
18048221	王某	111111	18270234361	2018	180482	70116	大数据科学	信息工程学院	中国某某大学	7/2/2020 10:21:21
18048222	伍某某	111111	18270234361	2018	180482	70116	大数据科学	信息工程学院	中国某某大学	7/2/2020 10:21:21
18048223	应某某	111111	18270234361	2018	180482	70116	大数据科学	信息工程学院	中国某某大学	7/2/2020 10:21:21
18048224	虞某某	111111	18270234361	2018	180482	70116	大数据科学	信息工程学院	中国某某大学	7/2/2020 10:21:21
18048225	周某	111111	18270234361	2018	180482	70116	大数据科学	信息工程学院	中国某某大学	7/2/2020 10:21:21
18048226	周某某	111111	18270234361	2018	180482	70116	大数据科学	信息工程学院	中国某某大学	7/2/2020 10:21:21
18048227	朱某	111111	18270234361	2018	180482	70116	大数据科学	信息工程学院	中国某某大学	7/2/2020 10:21:21
18048228	朱某某	111111	18270234361	2018	180482	70116	大数据科学	信息工程学院	中国某某大学	7/2/2020 10:21:21
18048229	王某某	111111	18270234361	2018	180482	70116	大数据科学	信息工程学院	中国某某大学	7/2/2020 10:21:21
18048231	孙某某	111111	18270234361	2018	180482	70116	大数据科学	信息工程学院	中国某某大学	7/2/2020 10:21:21
18048232	杨某某	111111	18270234361	2018	180482	70116	大数据科学	信息工程学院	中国某某大学	7/2/2020 10:21:21
18051101	李某某	111111	18270234361	2018	180511	58020	中国语言文学	外国语学院	中国某某大学	7/2/2020 10:21:21
18051102	罗某某	111111	18270234361	2018	180511	58020	中国语言文学	外国语学院	中国某某大学	7/2/2020 10:21:21
18051103	陈某某	111111	18270234361	2018	180511	58020	中国语言文学	外国语学院	中国某某大学	7/2/2020 10:21:21
18051104	王某	111111	18270234361	2018	180511	58020	中国语言文学	外国语学院	中国某某大学	7/2/2020 10:21:21
18051105	郭某某	111111	18270234361	2018	180511	58020	中国语言文学	外国语学院	中国某某大学	7/2/2020 10:21:21
18051106	冯某	111111	18270234361	2018	180511	58020	中国语言文学	外国语学院	中国某某大学	7/2/2020 10:21:21
18051107	蔡某某	111111	18270234361	2018	180511	58020	中国语言文学	外国语学院	中国某某大学	7/2/2020 10:21:21
18051108	高某某	111111	18270234361	2018	180511	58020	中国语言文学	外国语学院	中国某某大学	7/2/2020 10:21:21
18051109	龚某某	111111	18270234361	2018	180511	58020	中国语言文学	外国语学院	中国某某大学	7/2/2020 10:21:21
18051110	龚某某	111111	18270234361	2018	180511	58020	中国语言文学	外国语学院	中国某某大学	7/2/2020 10:21:21
18051111	郭某	111111	18270234361	2018	180511	58020	中国语言文学	外国语学院	中国某某大学	7/2/2020 10:21:21
18051112	胡某某	111111	18270234361	2018	180511	58020	中国语言文学	外国语学院	中国某某大学	7/2/2020 10:21:21
18051113	李某	111111	18270234361	2018	180511	58020	中国语言文学	外国语学院	中国某某大学	7/2/2020 10:21:21
18051114	李某某	111111	18270234361	2018	180511	58020	中国语言文学	外国语学院	中国某某大学	7/2/2020 10:21:21
18051115	廖某某	111111	18270234361	2018	180511	58020	中国语言文学	外国语学院	中国某某大学	7/2/2020 10:21:21
18051116	刘某某	111111	18270234361	2018	180511	58020	中国语言文学	外国语学院	中国某某大学	7/2/2020 10:21:21
18051117	刘某某	111111	18270234361	2018	180511	58020	中国语言文学	外国语学院	中国某某大学	7/2/2020 10:21:21
18051118	谭某	111111	18270234361	2018	180511	58020	中国语言文学	外国语学院	中国某某大学	7/2/2020 10:21:21
18051119	万某	111111	18270234361	2018	180511	58020	中国语言文学	外国语学院	中国某某大学	7/2/2020 10:21:21
